category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,spread_yes,liquidity,tick_size,close_time,time_to_close_hours
Economics,KXCBDECISIONRUSSIA-26FEB13,What will the Bank of Russia do at the February key rate meeting?,KXCBDECISIONRUSSIA-26FEB13-C25,Cut 25 basis points,0.05,0.14,0.095,0.14,0.09,3136.76,1,2026-02-13 10:29:00+00:00,78.03
Economics,KXJOBSRELEASE-26MAR,When will the January 2026 jobs report be published?,KXJOBSRELEASE-26MAR-26FEB17,"Before Feb 17, 2026",0.99,1.0,0.995,0.99,0.01,3104.47,1,2026-02-17 04:59:00+00:00,168.53
Economics,KXGDP-26JAN30,US GDP growth in Q4 2025?,KXGDP-26JAN30-T1.25,Above 1.25%,0.95,1.0,0.975,0.95,0.05,2156.4,1,2026-02-20 13:29:00+00:00,249.03
Economics,KXCPICOREYOY-26JAN,Core inflation in Jan 2026? (Core CPI YoY),KXCPICOREYOY-26JAN-T3.2,Above 3.2%,0.0,0.06,0.12,0.12,,2076.29,1,2026-02-11 13:25:00+00:00,32.96
Economics,KXCPICOREYOY-26JAN,Core inflation in Jan 2026? (Core CPI YoY),KXCPICOREYOY-26JAN-T3.4,Above 3.4%,0.0,0.08,0.0,0.0,,1690.0,1,2026-02-11 13:25:00+00:00,32.96
Economics,KXCPICOREYOY-26JAN,Core inflation in Jan 2026? (Core CPI YoY),KXCPICOREYOY-26JAN-T3.5,Above 3.5%,0.0,0.05,0.06,0.06,,1638.27,1,2026-02-11 13:25:00+00:00,32.96
Economics,KXCPICOREYOY-26JAN,Core inflation in Jan 2026? (Core CPI YoY),KXCPICOREYOY-26JAN-T3.3,Above 3.3%,0.0,0.08,0.0,0.0,,1617.16,1,2026-02-11 13:25:00+00:00,32.96
Economics,KXGDP-26JAN30,US GDP growth in Q4 2025?,KXGDP-26JAN30-T1.0,Above 1.0%,0.98,1.0,0.99,0.98,0.02,1483.42,1,2026-02-20 13:29:00+00:00,249.03
Economics,KXJOBLESSCLAIMS-26FEB12,"How many initial jobless claims for the week ending Feb 7, 2026?",KXJOBLESSCLAIMS-26FEB12-260000,At least 260000,0.0,0.08,0.0,0.0,,1391.01,1,2026-02-12 13:30:00+00:00,57.05
Economics,KXJOBLESSCLAIMS-26FEB12,"How many initial jobless claims for the week ending Feb 7, 2026?",KXJOBLESSCLAIMS-26FEB12-270000,At least 270000,0.0,0.07,0.0,0.0,,1364.03,1,2026-02-12 13:30:00+00:00,57.05
Economics,KXJOBLESSCLAIMS-26FEB12,"How many initial jobless claims for the week ending Feb 7, 2026?",KXJOBLESSCLAIMS-26FEB12-250000,At least 250000,0.0,0.11,0.0,0.0,,1354.8,1,2026-02-12 13:30:00+00:00,57.05
Economics,KXCBDECISIONRUSSIA-26FEB13,What will the Bank of Russia do at the February key rate meeting?,KXCBDECISIONRUSSIA-26FEB13-H50P,Hike more than 50bp,0.0,0.01,0.03,0.03,,1324.04,1,2026-02-13 10:29:00+00:00,78.03
Economics,KXCBDECISIONRUSSIA-26FEB13,What will the Bank of Russia do at the February key rate meeting?,KXCBDECISIONRUSSIA-26FEB13-H25P,Hike 25 basis points,0.0,0.01,0.02,0.02,,1269.2,1,2026-02-13 10:29:00+00:00,78.03
Economics,KXCBDECISIONRUSSIA-26FEB13,What will the Bank of Russia do at the February key rate meeting?,KXCBDECISIONRUSSIA-26FEB13-H50,Hike 50 basis points,0.0,0.01,0.05,0.05,,1253.98,1,2026-02-13 10:29:00+00:00,78.03
Economics,KXCBDECISIONRUSSIA-26FEB13,What will the Bank of Russia do at the February key rate meeting?,KXCBDECISIONRUSSIA-26FEB13-C50P,Cut more than 50bp,0.0,0.01,0.05,0.05,,1221.59,1,2026-02-13 10:29:00+00:00,78.03
Economics,KXJOBSRELEASE-26MAR,When will the January 2026 jobs report be published?,KXJOBSRELEASE-26MAR-26FEB14,"Before Feb 14, 2026",0.99,1.0,0.995,0.99,0.01,1111.63,1,2026-02-14 04:59:00+00:00,96.53
Economics,KXGDP-26JAN30,US GDP growth in Q4 2025?,KXGDP-26JAN30-T.5,Above 0.5%,0.98,1.0,0.99,0.99,0.02,950.4,1,2026-02-20 13:29:00+00:00,249.03
Economics,KXGDP-26JAN30,US GDP growth in Q4 2025?,KXGDP-26JAN30-T-0.5,Above -0.5%,0.99,1.0,0.995,0.99,0.01,871.01,1,2026-02-20 13:29:00+00:00,249.03
Entertainment,KXTOPALBUMTHEFALLOFF-26FEB21,Will J. Cole's The Fall-Off debut at #1?,KXTOPALBUMTHEFALLOFF-26FEB21-FAL,The Fall-Off,0.84,0.88,0.86,0.85,0.04,1038891.71,1,2026-02-16 04:59:00+00:00,144.53
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-ROG,Roger Federer,0.46,0.7,0.58,0.33,0.24,173727.32,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-JBEZ,Jeff Bezos,0.27,0.28,0.275,0.27,0.01,144314.68,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-TOM,Tom Cruise,0.04,0.37,0.205,0.38,0.33,124987.51,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-KLAM,Kendrick Lamar,0.53,0.58,0.555,0.58,0.05,118564.37,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-TCHA,Timothée Chalamet,0.35,0.37,0.36,0.36,0.02,84618.47,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-DJT,Donald Trump,0.02,0.03,0.025,0.03,0.01,78721.33,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-EM,Elon Musk,0.39,0.43,0.41,0.43,0.04,18414.66,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-JB,Jill Biden,0.05,0.06,0.055,0.06,0.01,17775.88,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-TS,Taylor Swift,0.2,0.22,0.21,0.22,0.02,17465.24,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-LGAG,Lady Gaga,0.57,0.68,0.625,0.69,0.11,16900.61,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-JDV,JD Vance,0.02,0.03,0.025,0.04,0.01,16294.95,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-100000,"At least 100,000 albums",0.46,0.56,0.51,0.5,0.1,16287.54,1,2026-02-13 04:59:00+00:00,72.53
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-BO,Barack Obama,0.08,0.09,0.085,0.09,0.01,16047.2,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-OPA,Opalite,0.03,0.4,0.215,0.39,0.37,14955.23,1,2026-02-14 15:00:00+00:00,106.55
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-75,Above 75,0.66,0.68,0.67,0.68,0.02,13531.57,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-DRA,Drake,0.2,0.26,0.23,0.25,0.06,13312.18,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-PDAV,Pete Davidson,0.46,0.56,0.51,0.58,0.1,12215.49,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-LM,Lionel Messi,0.19,0.24,0.215,0.19,0.05,11853.72,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-85,Above 85,0.3,0.32,0.31,0.32,0.02,11621.04,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-MWAH,Mark Wahlberg,0.61,0.75,0.68,0.75,0.14,11391.37,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-KN,Kristi Noem,0.1,0.11,0.105,0.1,0.01,11167.95,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-125000,"At least 125,000 albums",0.18,0.28,0.23,0.28,0.1,10954.44,1,2026-02-13 04:59:00+00:00,72.53
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-50000,"At least 50,000 albums",0.8,0.87,0.835,0.8,0.07,10903.03,1,2026-02-13 04:59:00+00:00,72.53
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-KKAR,Kim Kardashian,0.58,0.63,0.605,0.56,0.05,10772.33,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-SSWE,Sydney Sweeney,0.54,0.59,0.565,0.59,0.05,10572.21,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-BGAT,Bill Gates,0.08,0.09,0.085,0.08,0.01,9985.62,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-BAFF,Ben Affleck,0.65,0.97,0.81,0.97,0.32,9489.04,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-70,Above 70,0.78,0.84,0.81,0.77,0.06,9433.92,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-45,Above 45,0.99,1.0,0.995,0.97,0.01,9251.8,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-60000,"At least 60,000 albums",0.68,0.83,0.755,0.7,0.15,9042.15,1,2026-02-13 04:59:00+00:00,72.53
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-CARB,Cardi B,0.96,0.98,0.97,0.95,0.02,8987.74,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-TH,Tom Homan,0.04,0.06,0.05,0.06,0.02,8936.4,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-80000,"At least 80,000 albums",0.48,0.69,0.585,0.46,0.21,8806.81,1,2026-02-13 04:59:00+00:00,72.53
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-90,Above 90,0.12,0.13,0.125,0.16,0.01,8687.52,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-70000,"At least 70,000 albums",0.68,0.77,0.725,0.66,0.09,8316.72,1,2026-02-13 04:59:00+00:00,72.53
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-80,Above 80,0.48,0.54,0.51,0.53,0.06,8154.66,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-SALT,Sam Altman,0.16,0.33,0.245,0.33,0.17,8052.71,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-DEB,Debi Tirar Mas Fotos,0.28,0.78,0.53,0.0,0.5,7853.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-45,Above 45,0.98,1.0,0.99,0.97,0.02,7540.52,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-FOL,Folded,0.52,0.97,0.745,0.93,0.45,7537.36,1,2026-02-14 15:00:00+00:00,106.55
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-MAN,Man I Need,0.01,0.5,0.255,0.0,0.49,7468.02,1,2026-02-13 04:59:00+00:00,72.53
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-AHAT,Anne Hathaway,0.15,0.35,0.25,0.34,0.2,7017.42,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-ZEN,Zendaya,0.13,0.33,0.23,0.33,0.2,6854.6,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-JK,Jason Kelce,0.91,0.96,0.935,0.96,0.05,6714.3,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-KHAR,Kamala Harris,0.18,0.19,0.185,0.18,0.01,6682.9,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-GNEW,Gavin Newsom,0.82,0.92,0.87,0.91,0.1,6586.98,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-PHIL,Paris Hilton,0.11,0.27,0.19,0.09,0.16,6547.97,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-MDAM,Matt Damon,0.76,0.81,0.785,0.81,0.05,6476.95,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-150000,"At least 150,000 albums",0.12,0.21,0.165,0.21,0.09,6048.22,1,2026-02-13 04:59:00+00:00,72.53
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-OPA,Opalite,0.37,0.53,0.45,0.53,0.16,5978.66,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-TBRA,Tom Brady,0.67,0.95,0.81,0.67,0.28,5953.4,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-30000,"At least 30,000 albums",0.91,0.93,0.92,0.92,0.02,5320.41,1,2026-02-13 04:59:00+00:00,72.53
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-DOE,Doechii,0.1,0.27,0.185,0.06,0.17,5106.93,1,2026-02-13 15:00:00+00:00,82.55
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-65,Above 65,0.9,0.91,0.905,0.91,0.01,4976.79,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-APE,Aperture,0.05,0.19,0.12,0.19,0.14,4751.53,1,2026-02-14 15:00:00+00:00,106.55
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-40000,"At least 40,000 albums",0.87,0.97,0.92,0.83,0.1,4541.82,1,2026-02-13 04:59:00+00:00,72.53
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-60,Above 60,0.93,0.97,0.95,0.97,0.04,4500.39,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXTOPALBUM-26FEB21,"Billboard Top 200 #1 on Feb 21, 2026 chart?",KXTOPALBUM-26FEB21-DEB,Debi Tirar Mas Fotos,0.1,0.5,0.3,0.0,0.4,4428.82,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-25000,"At least 25,000 albums",0.55,0.59,0.57,0.54,0.04,4208.6,1,2026-02-20 04:59:00+00:00,240.53
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-75,Above 75,0.68,0.73,0.705,0.71,0.05,4106.84,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-60,Above 60,0.94,0.98,0.96,0.97,0.04,4074.05,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-20000,"At least 20,000 albums",0.57,0.64,0.605,0.64,0.07,4057.38,1,2026-02-20 04:59:00+00:00,240.53
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-5000,"At least 5,000 albums",0.85,0.93,0.89,0.99,0.08,4056.8,1,2026-02-20 04:59:00+00:00,240.53
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-CHO,Choosin' Texas,0.02,0.97,0.495,0.0,0.95,3963.39,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-MAN,Man I Need,0.02,0.97,0.495,0.0,0.95,3958.44,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-MUT,Mutt,0.0,0.1,0.0,0.0,,3780.0,1,2026-02-14 15:00:00+00:00,106.55
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-BAC,Back To Friends,0.94,1.0,0.97,0.0,0.06,3770.06,1,2026-02-14 15:00:00+00:00,106.55
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-DAI,Daisies,0.0,0.07,0.05,0.05,,3722.59,1,2026-02-14 15:00:00+00:00,106.55
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-COU,A Couple Minutes,0.0,0.07,0.05,0.05,,3721.89,1,2026-02-14 15:00:00+00:00,106.55
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-35000,"At least 35,000 albums",0.28,0.35,0.315,0.0,0.07,3686.2,1,2026-02-20 04:59:00+00:00,240.53
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-30000,"At least 30,000 albums",0.38,0.42,0.4,0.43,0.04,3664.73,1,2026-02-20 04:59:00+00:00,240.53
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-40000,"At least 40,000 albums",0.21,0.31,0.26,0.38,0.1,3356.33,1,2026-02-20 04:59:00+00:00,240.53
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-85,Above 85,0.26,0.36,0.31,0.35,0.1,3336.32,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-80,Above 80,0.31,0.52,0.415,0.22,0.21,3300.29,1,2026-02-16 15:00:00+00:00,154.55
Entertainment,KXSONGRELEASEDATEBTS,When will BTS release a new song?,KXSONGRELEASEDATEBTS-FEB14-26,"Before Feb 14, 2026",0.13,0.21,0.17,0.0,0.08,3274.45,1,2026-02-14 15:00:00+00:00,106.55
Entertainment,KXTOPALBUM-26FEB21,"Billboard Top 200 #1 on Feb 21, 2026 chart?",KXTOPALBUM-26FEB21-IMT,I'm The Problem,0.0,0.04,0.0,0.0,,3091.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXTOPALBUM-26FEB21,"Billboard Top 200 #1 on Feb 21, 2026 chart?",KXTOPALBUM-26FEB21-THE,The Art Of Loving,0.0,0.05,0.0,0.0,,3090.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-THEL,The Life Of A Showgirl,0.0,0.03,0.01,0.01,,3032.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-FOL,Folded,0.0,0.01,0.01,0.01,,3021.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-BAC,Back To Friends,0.0,0.01,0.01,0.01,,3021.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-APE,Aperture,0.0,0.01,0.01,0.01,,3019.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-WIT,With Heaven On Top,0.0,0.01,0.01,0.01,,3000.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-SOS,SOS,0.0,0.01,0.01,0.01,,3000.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-SLI,Slime Cry,0.0,0.01,0.01,0.01,,3000.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-MEG,Megadeth,0.0,0.01,0.01,0.01,,3000.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-KPO,KPop Demon Hunters,0.0,0.01,0.01,0.01,,3000.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-DON,Don't Be Dumb,0.0,0.01,0.01,0.01,,3000.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-FOL,Folded,0.0,0.01,0.01,0.01,,2991.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-BAC,Back To Friends,0.0,0.01,0.01,0.01,,2991.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-APE,Aperture,0.0,0.01,0.01,0.01,,2991.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-THE,The Fate Of Ophelia,0.0,0.04,0.01,0.01,,2989.7,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-ORD,Ordinary,0.0,0.98,0.01,0.01,,2989.5,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXTOPALBUM-26FEB21,"Billboard Top 200 #1 on Feb 21, 2026 chart?",KXTOPALBUM-26FEB21-MEG,Megadeth,0.0,0.01,0.0,0.0,,2979.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXTOPALBUM-26FEB21,"Billboard Top 200 #1 on Feb 21, 2026 chart?",KXTOPALBUM-26FEB21-WIT,With Heaven On Top,0.0,0.01,0.0,0.0,,2978.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXTOPALBUM-26FEB21,"Billboard Top 200 #1 on Feb 21, 2026 chart?",KXTOPALBUM-26FEB21-THEL,The Life Of A Showgirl,0.0,0.01,0.0,0.0,,2978.0,1,2026-02-16 03:59:00+00:00,143.53
Entertainment,KXTOPALBUM-26FEB21,"Billboard Top 200 #1 on Feb 21, 2026 chart?",KXTOPALBUM-26FEB21-SOS,SOS,0.0,0.01,0.0,0.0,,2978.0,1,2026-02-16 03:59:00+00:00,143.53
