category,event_ticker,event_title,market_ticker,market_title,yes_bid,yes_ask,mid_yes,last_price,close_time,time_to_close_hours
Economics,KXECONSTATCORECPIYOY-26JAN,CPI core year-over-year in Jan 2026?,KXECONSTATCORECPIYOY-26JAN-T3.3,Exactly 3.3%,0.0,0.08,0.0,0.0,2026-02-11 13:29:00+00:00,33.27
Economics,KXECONSTATCORECPIYOY-26JAN,CPI core year-over-year in Jan 2026?,KXECONSTATCORECPIYOY-26JAN-T3.2,Exactly 3.2%,0.0,0.08,0.0,0.0,2026-02-11 13:29:00+00:00,33.27
Economics,KXECONSTATCORECPIYOY-26JAN,CPI core year-over-year in Jan 2026?,KXECONSTATCORECPIYOY-26JAN-T2.7,Exactly 2.7%,0.0,0.15,0.0,0.0,2026-02-11 13:29:00+00:00,33.27
Economics,KXECONSTATCORECPIYOY-26JAN,CPI core year-over-year in Jan 2026?,KXECONSTATCORECPIYOY-26JAN-T2.2,Exactly 2.2%,0.0,0.15,0.0,0.0,2026-02-11 13:29:00+00:00,33.27
Economics,KXCPICOREYOY-26JAN,Core inflation in Jan 2026? (Core CPI YoY),KXCPICOREYOY-26JAN-T3.4,Above 3.4%,0.0,0.08,0.0,0.0,2026-02-11 13:25:00+00:00,33.2
Economics,KXCPICOREYOY-26JAN,Core inflation in Jan 2026? (Core CPI YoY),KXCPICOREYOY-26JAN-T3.3,Above 3.3%,0.0,0.08,0.0,0.0,2026-02-11 13:25:00+00:00,33.2
Economics,KXCPICORE-26JAN,CPI core in Jan 2026?,KXCPICORE-26JAN-T0.0,Above 0.0%,0.9,1.0,0.95,0.0,2026-02-11 13:25:00+00:00,33.2
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-DJT,Donald Trump,0.02,0.03,0.025,0.03,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-TS,Taylor Swift,0.2,0.22,0.21,0.22,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-200000,"At least 200,000 albums",0.08,0.2,0.14,0.2,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-JDV,JD Vance,0.02,0.03,0.025,0.04,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-KN,Kristi Noem,0.1,0.11,0.105,0.1,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-100000,"At least 100,000 albums",0.46,0.56,0.51,0.5,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-LM,Lionel Messi,0.19,0.24,0.215,0.19,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-JB,Jill Biden,0.05,0.06,0.055,0.06,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-TCHA,Timothée Chalamet,0.35,0.37,0.36,0.36,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-EM,Elon Musk,0.39,0.43,0.41,0.43,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-BO,Barack Obama,0.08,0.09,0.085,0.09,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-150000,"At least 150,000 albums",0.12,0.21,0.165,0.21,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-JK,Jason Kelce,0.91,0.96,0.935,0.96,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-DRA,Drake,0.2,0.26,0.23,0.25,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXTOPALBUMTHEFALLOFF-26FEB21,Will J. Cole's The Fall-Off debut at #1?,KXTOPALBUMTHEFALLOFF-26FEB21-FAL,The Fall-Off,0.84,0.88,0.86,0.85,2026-02-16 04:59:00+00:00,144.77
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-MWAH,Mark Wahlberg,0.61,0.75,0.68,0.75,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-JBEZ,Jeff Bezos,0.27,0.28,0.275,0.27,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-80000,"At least 80,000 albums",0.48,0.69,0.585,0.46,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-80,Above 80,0.48,0.54,0.51,0.53,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-BGAT,Bill Gates,0.08,0.09,0.085,0.08,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-45,Above 45,0.99,1.0,0.995,0.97,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-125000,"At least 125,000 albums",0.18,0.28,0.23,0.28,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-75,Above 75,0.66,0.68,0.67,0.68,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-SSWE,Sydney Sweeney,0.54,0.59,0.565,0.59,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-70,Above 70,0.78,0.84,0.81,0.77,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-ROG,Roger Federer,0.46,0.7,0.58,0.33,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-PDAV,Pete Davidson,0.46,0.56,0.51,0.58,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-TBRA,Tom Brady,0.67,0.95,0.81,0.67,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-60000,"At least 60,000 albums",0.68,0.83,0.755,0.7,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-CARB,Cardi B,0.96,0.98,0.97,0.95,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-LGAG,Lady Gaga,0.57,0.68,0.625,0.69,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-TH,Tom Homan,0.04,0.06,0.05,0.06,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-90,Above 90,0.12,0.13,0.125,0.16,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-KLAM,Kendrick Lamar,0.53,0.58,0.555,0.58,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-60,Above 60,0.94,0.98,0.96,0.97,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-MDAM,Matt Damon,0.76,0.81,0.785,0.81,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-GNEW,Gavin Newsom,0.82,0.92,0.87,0.91,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-BAFF,Ben Affleck,0.65,0.97,0.81,0.97,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-85,Above 85,0.3,0.32,0.31,0.32,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-70000,"At least 70,000 albums",0.68,0.77,0.725,0.66,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-KKAR,Kim Kardashian,0.58,0.63,0.605,0.56,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-75,Above 75,0.68,0.73,0.705,0.71,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-KHAR,Kamala Harris,0.18,0.19,0.185,0.18,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-40000,"At least 40,000 albums",0.87,0.97,0.92,0.83,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-90,Above 90,0.21,0.24,0.225,0.2,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-SALT,Sam Altman,0.16,0.33,0.245,0.33,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-APE,Aperture,0.05,0.19,0.12,0.19,2026-02-14 15:00:00+00:00,106.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-ZEN,Zendaya,0.13,0.33,0.23,0.33,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-AHAT,Anne Hathaway,0.15,0.35,0.25,0.34,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXRT-WUT,"""Wuthering Heights"" Rotten Tomatoes score?",KXRT-WUT-65,Above 65,0.9,0.91,0.905,0.91,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-PHIL,Paris Hilton,0.11,0.27,0.19,0.09,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-50000,"At least 50,000 albums",0.8,0.87,0.835,0.8,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-60,Above 60,0.93,0.97,0.95,0.97,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-80,Above 80,0.31,0.52,0.415,0.22,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-DOE,Doechii,0.1,0.27,0.185,0.06,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-45,Above 45,0.98,1.0,0.99,0.97,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-30000,"At least 30,000 albums",0.91,0.93,0.92,0.92,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-70,Above 70,0.78,0.97,0.875,0.84,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-85,Above 85,0.26,0.36,0.31,0.35,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-OPA,Opalite,0.37,0.53,0.45,0.53,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-25000,"At least 25,000 albums",0.89,0.98,0.935,0.98,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-OPA,Opalite,0.03,0.4,0.215,0.39,2026-02-14 15:00:00+00:00,106.78
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-10000,"At least 10,000 albums",0.76,0.79,0.775,0.75,2026-02-20 04:59:00+00:00,240.77
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-SOE,So Easy (To Fall In Love),0.04,0.95,0.495,0.96,2026-02-14 15:00:00+00:00,106.78
Entertainment,KXRT-CRI,"""Crime 101"" Rotten Tomatoes score?",KXRT-CRI-65,Above 65,0.86,0.97,0.915,0.96,2026-02-16 15:00:00+00:00,154.78
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-THE,The Fate Of Ophelia,0.0,0.89,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-ORD,Ordinary,0.0,0.89,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-GOL,Golden,0.0,0.84,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-FOL,Folded,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-BAC,Back To Friends,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-APE,Aperture,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-THE,The Art Of Loving,0.04,0.12,0.08,0.12,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-THE,The Fate Of Ophelia,0.0,0.04,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-ORD,Ordinary,0.0,0.98,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-APE,Aperture,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-30000,"At least 30,000 albums",0.38,0.42,0.4,0.43,2026-02-20 04:59:00+00:00,240.77
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-FOL,Folded,0.52,0.97,0.745,0.93,2026-02-14 15:00:00+00:00,106.78
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-25000,"At least 25,000 albums",0.55,0.59,0.57,0.54,2026-02-20 04:59:00+00:00,240.77
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-WIT,With Heaven On Top,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-THEL,The Life Of A Showgirl,0.0,0.03,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-SOS,SOS,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-SLI,Slime Cry,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-MEG,Megadeth,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-KPO,KPop Demon Hunters,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-DON,Don't Be Dumb,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXSBGUESTS-26,Who will attend the Big Game?,KXSBGUESTS-26-TOM,Tom Cruise,0.04,0.37,0.205,0.38,2026-02-13 15:00:00+00:00,82.78
Entertainment,KXALBUMSALES-FAL,"How many album sales will J. Cole's ''The Fall-Off' have on the chart dated Feb 12, 2026?",KXALBUMSALES-FAL-10000,"At least 10,000 albums",0.01,1.0,0.505,0.96,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-50000,"At least 50,000 albums",0.12,0.19,0.155,0.14,2026-02-20 04:59:00+00:00,240.77
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-FOL,Folded,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXBILLBOARDRUNNERUPSONG-26FEB21,"Billboard Hot 100 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPSONG-26FEB21-BAC,Back To Friends,0.0,0.01,0.01,0.01,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-DAI,Daisies,0.0,0.07,0.05,0.05,2026-02-14 15:00:00+00:00,106.78
Entertainment,KXRANKLISTSONGTOP10-26FEB14,"Which songs will be in the top 10 on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGTOP10-26FEB14-COU,A Couple Minutes,0.0,0.07,0.05,0.05,2026-02-14 15:00:00+00:00,106.78
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-55000,"At least 55,000 albums",0.04,0.16,0.1,0.1,2026-02-20 04:59:00+00:00,240.77
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-45000,"At least 45,000 albums",0.12,0.25,0.185,0.16,2026-02-20 04:59:00+00:00,240.77
Entertainment,KXTOPSONG-26FEB21,"Billboard Hot 100 #1 on Feb 21, 2026 chart?",KXTOPSONG-26FEB21-MAN,Man I Need,0.01,0.39,0.2,0.39,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-5000,"At least 5,000 albums",0.85,0.93,0.89,0.99,2026-02-20 04:59:00+00:00,240.77
Entertainment,KXRANKLISTSONGBBH100-26FEB14,"Which songs will be on the Billboard Hot 100 chart for the week of February 14, 2026?",KXRANKLISTSONGBBH100-26FEB14-FAT,Father Figure,0.0,1.0,0.51,0.51,2026-02-14 15:00:00+00:00,106.78
Entertainment,KXBILLBOARDRUNNERUPALBUM-26FEB21,"Billboard 200 #2 on Feb 21, 2026 chart?",KXBILLBOARDRUNNERUPALBUM-26FEB21-IMT,I'm The Problem,0.01,0.13,0.07,0.13,2026-02-16 03:59:00+00:00,143.77
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-40000,"At least 40,000 albums",0.21,0.31,0.26,0.38,2026-02-20 04:59:00+00:00,240.77
Entertainment,KXALBUMSALES-WUT,"How many album sales will Charlie xcx's 'Wuthering Heights' have on the chart dated Feb 19, 2026?",KXALBUMSALES-WUT-20000,"At least 20,000 albums",0.57,0.64,0.605,0.64,2026-02-20 04:59:00+00:00,240.77
Entertainment,KXSONGRELEASEDATEBTS,When will BTS release a new song?,KXSONGRELEASEDATEBTS-FEB14-26,"Before Feb 14, 2026",0.13,0.21,0.17,0.0,2026-02-14 15:00:00+00:00,106.78
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-GRE,The Great Divide,0.0,0.99,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-WHE,WHERE IS MY HUSBAND!,0.0,0.05,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-WHA,What You Saying,0.0,0.05,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-THE,The Fate of Ophelia,0.0,0.1,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-STA,Stateside + Zara Larsson,0.0,0.12,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-SOE,So Easy (To Fall In Love),0.0,0.05,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-ORD,Ordinary,0.0,0.1,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-MAN,Man I Need,0.01,0.5,0.255,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-ITH,I Thought I Saw Your Face Today,0.0,0.05,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-IJU,I Just Might,0.0,0.15,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-GOL,Golden,0.0,0.1,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-END,End of Beginning,0.0,0.14,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-CHO,Choosin' Texas,0.0,0.09,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-BAC,back to friends,0.0,0.05,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-APE,Aperture,0.0,0.12,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYW-26FEB12,"Top Song on Weekly Top Songs USA on Feb 12, 2026?",KXSPOTIFYW-26FEB12-4RA,4 Raws,0.0,0.05,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
Entertainment,KXSPOTIFYARTISTW-26FEB12,"Top Artist on Weekly Top Artists USA on Feb 12, 2026?",KXSPOTIFYARTISTW-26FEB12-ZAC,Zach Bryan,0.0,0.94,0.0,0.0,2026-02-13 04:59:00+00:00,72.77
